95,3,2,0.0177257,0.0018165,0.0177467,0.0195632,0.0754623,1416
95,3,2,0.0176464,0.00153043,0.0176687,0.0191991,0.0754623,1416
95,3,2,0.0171652,0.00151418,0.0171917,0.0187059,0.0754623,1416
95,3,2,0.0169096,0.00202616,0.0169353,0.0189615,0.0754623,1416
95,3,2,0.015527,0.00152526,0.0155402,0.0170655,0.0754623,1416
95,3,2,0.0151732,0.00150511,0.0151846,0.0166897,0.0754623,1416
95,3,2,0.017872,0.00155235,0.0178858,0.0194382,0.0754623,243
95,4,1,0.021528,0.00201801,0.0215504,0.0235684,0.0911179,135
95,3,1,0.0168197,0.00150354,0.0168334,0.0183369,0.0754623,664
95,3,2,0.0163858,0.00150378,0.0164014,0.0179052,0.0754623,1416
95,3,1,0.00681106,0.000648959,0.00682177,0.00747073,0.0185051,29
